,id,Statement,Image,Web,Category,Date,Label,clean,clean_joined
12676,48108,Viral Video: Claim that President of India was mistreated at an IAS officerÕs daughterÕs wedding is false, https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/10/2020_10$smallthumbimg_312093039.JPG,AUGMENT,GOVERNMENT,,Fake,"['viral', 'video', 'claim', 'president', 'india', 'mistreated', 'ias', 'officerõs', 'daughterõs', 'wedding', 'false']",viral video claim president india mistreated ias officerõs daughterõs wedding false
46182,41648,Photo Of Charred Body Viral With False Communal Spin,https://www.boomlive.in/h-upload/2020/10/06/500x300_931430-mp-story.jpg,BOOMLIVE,VIOLENCE,20-Oct,Fake,"['photo', 'charred', 'body', 'viral', 'false', 'communal', 'spin']",photo charred body viral false communal spin
32330,5015,Rajasthan tables Bill to make masks in public mandatory,"https://images.indianexpress.com/2020/11/mask.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Nov-20,TRUE,"['rajasthan', 'tables', 'masks', 'public', 'mandatory']",rajasthan tables masks public mandatory
5555,4071,"Lalu Yadav trying to poach NDA MLAs in Bihar, alleges Sushil Modi","https://images.indianexpress.com/2020/01/sushil-modi-1200.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Jan-20,TRUE,"['lalu', 'yadav', 'trying', 'poach', 'nda', 'mlas', 'bihar', 'alleges', 'sushil', 'modi']",lalu yadav trying poach nda mlas bihar alleges sushil modi
48874,28610,Gorkhaland not a poll issue in Darjeeling for the first time in over 30 years,https://static.theprint.in/wp-content/uploads/2019/04/800px-Darjeeling_Himalayan_Railway_cr-324x235.png,THEPRINT,VIOLENCE,Apr-19,TRUE,"['gorkhaland', 'poll', 'issue', 'darjeeling', 'time', 'years']",gorkhaland poll issue darjeeling time years
26737,37133,"India to witness ï¿½animal spiritsï¿½ revival with 11% growth rate next fiscal, says CEA",https://static.theprint.in/wp-content/uploads/2019/07/KV-Subramanian-324x235.jpeg,THEPRINT,TRAD,Jul-19,TRUE,"['india', 'witness', '½animal', 'spiritsï', 'revival', 'growth', 'rate', 'fiscal', 'says', 'cea']",india witness ½animal spiritsï revival growth rate fiscal says cea
56189,23176,"Anand Bhawan, Swaraj Bhawan, Jawahar Planetarium gets Rs 4.35 crore tax notice",https://www.thestatesman.com/wp-content/uploads/2019/11/it.jpg,THESTATESMAN,COVID-19,Nov-19,TRUE,"['anand', 'bhawan', 'swaraj', 'bhawan', 'jawahar', 'planetarium', 'gets', 'crore', 'tax', 'notice']",anand bhawan swaraj bhawan jawahar planetarium gets crore tax notice
40419,7414,"Priyanka Gandhi launches attack on Mayawati, calls her Ôunannounced spokespersonÕ of BJP",https://www.thestatesman.com/wp-content/uploads/2020/06/pg-1.jpg,THESTATEMAN,ELECTION,Jun-20,TRUE,"['priyanka', 'gandhi', 'launches', 'attack', 'mayawati', 'calls', 'ôunannounced', 'spokespersonõ', 'bjp']",priyanka gandhi launches attack mayawati calls ôunannounced spokespersonõ bjp
5237,27829,Urmila Matondkar quits Congress just months after her political debut,https://static.theprint.in/wp-content/uploads/2019/09/urmila-324x235.jpg,THEPRINT,POLITICS,Sep-19,TRUE,"['urmila', 'matondkar', 'quits', 'congress', 'months', 'political', 'debut']",urmila matondkar quits congress months political debut
44062,13746,Count of MaharashtraÛªs COVID-19 testing labs rose to 100: Uddhav Thackeray,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_432574956.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE,"['count', 'maharashtra', 'ûªs', 'covid', 'testing', 'labs', 'rose', 'uddhav', 'thackeray']",count maharashtra ûªs covid testing labs rose uddhav thackeray
6040,31425,"Gujarat man hacks live-in partner, daughter to death with stick; dumps bodies in sewer",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/Death_Picture_0-170x96.jpeg?OGJiqC._cVy91pf3m0RRWjlwb46AC5x6,THEPRINT,VIOLENCE,Feb-21,TRUE,"['gujarat', 'man', 'hacks', 'live', 'partner', 'daughter', 'death', 'stick', 'dumps', 'bodies', 'sewer']",gujarat man hacks live partner daughter death stick dumps bodies sewer
49500,46092,"Union Min Jitendra Singh, ANI, PTI falsely claim 14-year-old girl wrote a book on Article 370", https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_441958566.jpg,AUGMENT,POLITICS,,Fake,"['union', 'min', 'jitendra', 'singh', 'ani', 'pti', 'falsely', 'claim', 'year', 'old', 'girl', 'wrote', 'book', 'article']",union min jitendra singh ani pti falsely claim year old girl wrote book article
44923,16010,"No security breach in Aarogya Setu app, govt assures after ethical hacker raises privacy concerns",https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_2046127129.jpg,TRIBUNEINDIA,GOVERNMENT,May-20,TRUE,"['security', 'breach', 'aarogya', 'setu', 'app', 'govt', 'assures', 'ethical', 'hacker', 'raises', 'privacy', 'concerns']",security breach aarogya setu app govt assures ethical hacker raises privacy concerns
26853,25571,Israel Folau remains standing as other players take a knee on Super League's return,https://cdn.cnn.com/cnnnext/dam/assets/200803043930-01-rugby-blm-knee-israel-folau-super-tease.jpg,CNN,GOVERNMENT,Aug-20,TRUE,"['israel', 'folau', 'remains', 'standing', 'players', 'knee', 'super', 'league', 'return']",israel folau remains standing players knee super league return
32479,18973,"32-year-old prisoner hangs himself, suicide note found in stomach",https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1001839050.jpg,TRIBUNEINDIA,GOVERNMENT,Oct-20,TRUE,"['year', 'old', 'prisoner', 'hangs', 'suicide', 'note', 'stomach']",year old prisoner hangs suicide note stomach
33380,30454,"How a 19-yr-old stalked, blackmailed 50 women online for over a year, before he was arrested",https://static.theprint.in/wp-content/uploads/2021/02/child-e1578979793823-696x392-1-324x235.jpg,THEPRINT,GOVERNMENT,Feb-21,TRUE,"['old', 'stalked', 'blackmailed', 'women', 'online', 'year', 'arrested']",old stalked blackmailed women online year arrested
4997,38952,Did Union Minister Smriti Irani Whistle In Parliament?,https://boomlive.in/wp-content/uploads/2018/07/smriti-irani-.jpg,BOOMLIVE,GOVERNMENT,18-Jul,Fake,"['union', 'minister', 'smriti', 'irani', 'whistle', 'parliament']",union minister smriti irani whistle parliament
9516,38885,From An Indian Astronaut Selected To Go To Mars To A New 5-Rupee Note: ...,https://boomlive.in/wp-content/uploads/2017/10/RaveenaFake.jpg,BOOMLIVE,COVID-19,17-Oct,Fake,"['indian', 'astronaut', 'selected', 'mars', 'new', 'rupee', 'note']",indian astronaut selected mars new rupee note
22556,7815,Bathinda man with gun arrested at BJP protest rally is a Black Cat commando,https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1847052908.JPG,TRIBUNEINDIA,VIOLENCE,Oct-20,TRUE,"['bathinda', 'man', 'gun', 'arrested', 'bjp', 'protest', 'rally', 'black', 'cat', 'commando']",bathinda man gun arrested bjp protest rally black cat commando
49796,8733,"Ahead of their meeting with President, opposition MPs take out march against farm Bills",https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_92450062.jpg,TRIBUNEINDIA,ELECTION,Sep-20,TRUE,"['ahead', 'meeting', 'president', 'opposition', 'mps', 'march', 'farm', 'bills']",ahead meeting president opposition mps march farm bills
28312,41949,Fact Check: Shivling damaged in Ranchi shared with misleading communal claims ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202011/thumbnail_Cover_Image_0-170x96.jpeg?P8ENzYjDSs49F96LZCBgJ0ex9MQSmUnZ,INDIATODAY,MISLEADING,20-Nov,Fake,"['fact', 'check', 'shivling', 'damaged', 'ranchi', 'shared', 'misleading', 'communal', 'claims']",fact check shivling damaged ranchi shared misleading communal claims
37782,30892,Former BARC CEO Partho Dasgupta hospitalised a day after chats with Arnab Goswami leaked,https://static.theprint.in/wp-content/uploads/2021/01/Untitled-design-6-1-696x392-1-324x235.jpg,THEPRINT,VIOLENCE,Jan-21,TRUE,"['barc', 'ceo', 'partho', 'dasgupta', 'hospitalised', 'day', 'chats', 'arnab', 'goswami', 'leaked']",barc ceo partho dasgupta hospitalised day chats arnab goswami leaked
56351,16485,ÔWhat does PM stand byÕ: Rahul on CentreÕs stand on Covid vaccine,https://cmsimages.tribuneindia.com/gallary_content/2020/12/2020_12$smallthumbimg_102177665.JPG,TRIBUNEINDIA,ELECTION,Dec-20,TRUE,"['ôwhat', 'stand', 'byõ', 'rahul', 'centreõs', 'stand', 'covid', 'vaccine']",ôwhat stand byõ rahul centreõs stand covid vaccine
7016,28618,PM Modi and Delhi CM Arvind Kejriwal to campaign in Goa next week for Lok Sabha elections,https://static.theprint.in/wp-content/uploads/2018/07/GettyImages-495091196-1-e1581218417839-324x235.jpg,THEPRINT,ELECTION,Jul-18,TRUE,"['modi', 'delhi', 'arvind', 'kejriwal', 'campaign', 'goa', 'week', 'lok', 'sabha', 'elections']",modi delhi arvind kejriwal campaign goa week lok sabha elections
50072,25389,"Cotton masks won't protect you from wildfire smoke that can worsen Covid-19 symptoms, doctors warn",https://cdn.cnn.com/cnnnext/dam/assets/200812230257-02-wildfires-california-oregon-colorado-super-tease.jpg,CNN,COVID-19,Aug-20,TRUE,"['cotton', 'masks', 'protect', 'wildfire', 'smoke', 'worsen', 'covid', 'symptoms', 'doctors', 'warn']",cotton masks protect wildfire smoke worsen covid symptoms doctors warn
51005,45215,Photoshopped image showing books on Modi and Hitler placed together shared on social media, https://newsmobile.in/wp-content/uploads/2019/10/Untitled-design-41-324x160.png,AUGMENT,GOVERNMENT,,Fake,"['photoshopped', 'image', 'showing', 'books', 'modi', 'hitler', 'placed', 'shared', 'social', 'media']",photoshopped image showing books modi hitler placed shared social media
16034,50230,DonÕt believe this doctored video of PM Modi and Bear Grylls;...,https://newsmobile.in/wp-content/uploads/2020/12/WhatsApp-Image-2020-12-21-at-3.52.53-PM.jpeg,AUGMENT,GOVERNMENT,,Fake,"['donõt', 'believe', 'doctored', 'video', 'modi', 'bear', 'grylls']",donõt believe doctored video modi bear grylls
16567,3308,"India ÔobjectÕ of anti-China policy of the West, Russia minister says","https://images.indianexpress.com/2020/12/Sergey-Lavrov.jpg?resize=450,250",INDIANEXPRESS,POLITICS,Dec-20,TRUE,"['india', 'ôobjectõ', 'anti', 'china', 'policy', 'west', 'russia', 'minister', 'says']",india ôobjectõ anti china policy west russia minister says
25792,34589,Citizens have option of not sharing information: Centre at NPR meet amid concerns,https://www.thestatesman.com/wp-content/uploads/2020/01/NPR.jpg,THESTATEMAN,GOVERNMENT,Jan-20,TRUE,"['citizens', 'option', 'sharing', 'information', 'centre', 'npr', 'meet', 'amid', 'concerns']",citizens option sharing information centre npr meet amid concerns
40325,34691,CID still part of home ministry says Haryana Home Minister Anil Vij,https://www.thestatesman.com/wp-content/uploads/2019/11/kha.jpg,THESTATEMAN,VIOLENCE,Nov-19,TRUE,"['cid', 'home', 'ministry', 'says', 'haryana', 'home', 'minister', 'anil', 'vij']",cid home ministry says haryana home minister anil vij
8308,41825,Fact Check: NASA has nothing to do with this edited image of the suns surface ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202102/cover_image-170x96.jpeg?OjVEUIWcuG4ANDWcj8NWm8g20gpxBNow,INDIATODAY,MISLEADING,21-Feb,Fake,"['fact', 'check', 'nasa', 'edited', 'image', 'sun', 'surface']",fact check nasa edited image sun surface
48821,48228,Old video from Peru falsely shared as mass prayers offered in Italy in light of coronavirus pandemic, https://www.thestatesman.com/wp-content/uploads/2020/04/mask.jpg,AUGMENT,VIOLENCE,,Fake,"['old', 'video', 'peru', 'falsely', 'shared', 'mass', 'prayers', 'offered', 'italy', 'light', 'coronavirus', 'pandemic']",old video peru falsely shared mass prayers offered italy light coronavirus pandemic
27843,55626,Fact Check: Old Picture From 2016 Of Professor With A Student's Baby Viral With False Claim.Fact Check: Viral post about this doctor's death due to coronavirus is fake,https://englishtribuneimages.blob.core.windows.net/gallary-content/2021/3/2021_3$smallthumbimg_1346715339.JPG,AUGMENT,MISLEADING,,Fake,"['fact', 'check', 'old', 'picture', 'professor', 'student', 'baby', 'viral', 'false', 'claim', 'fact', 'check', 'viral', 'post', 'doctor', 'death', 'coronavirus', 'fake']",fact check old picture professor student baby viral false claim fact check viral post doctor death coronavirus fake
3866,26944,How Vikas Purush Nitish Kumar favoured fellow Kurmis in Bihar administration and politics,https://static.theprint.in/wp-content/uploads/2019/09/Nitish-324x235.jpg,THEPRINT,ELECTION,Sep-19,TRUE,"['vikas', 'purush', 'nitish', 'kumar', 'favoured', 'fellow', 'kurmis', 'bihar', 'administration', 'politics']",vikas purush nitish kumar favoured fellow kurmis bihar administration politics
34622,7328,ÔBJP Govt cannot erase memory of 13 July martyrsÕ: PDP lashes out at Centre,https://www.thestatesman.com/wp-content/uploads/2020/05/Mehbooba.jpg,THESTATEMAN,GOVERNMENT,May-20,TRUE,"['ôbjp', 'govt', 'erase', 'memory', 'july', 'martyrsõ', 'pdp', 'lashes', 'centre']",ôbjp govt erase memory july martyrsõ pdp lashes centre
44848,4983,Gujarat: Self-styled guru booked for ÔrapingÕ minor repeatedly over years,"https://images.indianexpress.com/2020/11/express-photo-9.jpg?resize=450,250",INDIANEXPRESS,TERROR,Nov-20,TRUE,"['gujarat', 'self', 'styled', 'guru', 'booked', 'ôrapingõ', 'minor', 'repeatedly', 'years']",gujarat self styled guru booked ôrapingõ minor repeatedly years
51151,2083,33 more BSF personnel test positive for Coronavirus in 24 hrs taking tally to 944,https://www.thestatesman.com/wp-content/uploads/2020/06/bsf-1.jpg,THESTATESMAN,COVID-19,Jun-20,TRUE,"['bsf', 'personnel', 'test', 'positive', 'coronavirus', 'hrs', 'taking', 'tally']",bsf personnel test positive coronavirus hrs taking tally
29794,40933,Sambit Patra got it wrong. AAP candidate Amanatullah Khan didnât say âshariaâ,https://teekhimirchi.in/wp-content/uploads/2015/07/At_the_time_of_bijli_andolan_kejriwal-326x245.jpg,TEEKHIMIRCHI,MISLEADING,15-Feb,Fake,"['sambit', 'patra', 'got', 'wrong', 'aap', 'candidate', 'amanatullah', 'khan', 'didnâ', 'shariaâ']",sambit patra got wrong aap candidate amanatullah khan didnâ shariaâ
42239,46087,Did A Woman Protester Throw A Shoe At PM Narendra Modi?, https://static.theprint.in/wp-content/uploads/2019/01/Jadavpur_University_Gate_No._4-e1547564591727-324x235.jpg,AUGMENT,GOVERNMENT,,Fake,"['woman', 'protester', 'throw', 'shoe', 'narendra', 'modi']",woman protester throw shoe narendra modi
17924,15828,"Chhattisgarh ex-CM Ajit Jogi hospitalised, in critical condition",https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_45637730.jpg,TRIBUNEINDIA,ELECTION,May-20,TRUE,"['chhattisgarh', 'ajit', 'jogi', 'hospitalised', 'critical', 'condition']",chhattisgarh ajit jogi hospitalised critical condition
34581,45113,Video from Pakistan falsely shared as armed robbery of Hindu family, https://www.thestatesman.com/wp-content/uploads/2020/02/Tahir.jpg,AUGMENT,VIOLENCE,,Fake,"['video', 'pakistan', 'falsely', 'shared', 'armed', 'robbery', 'hindu', 'family']",video pakistan falsely shared armed robbery hindu family
36174,52339,"Fact Check: Created in 1962, did this illustration predict the pandemic in 2020?.Fact Check: Created in 1962, did this illustration predict the pandemic in 2020?",https://www.thestatesman.com/wp-content/uploads/2020/06/board.jpg,AUGMENT,MISLEADING,,Fake,"['fact', 'check', 'created', 'illustration', 'predict', 'pandemic', 'fact', 'check', 'created', 'illustration', 'predict', 'pandemic']",fact check created illustration predict pandemic fact check created illustration predict pandemic
35270,53393,"Article 370: Pak Minister Tweets Burhan Wani's Funeral Video As....Fact Check: No, '9969777888' Is Not Bengaluru & Telangana Police Women ...",https://newsmobile.in/wp-content/uploads/2020/10/fc-3.jpg,AUGMENT,POLITICS,,Fake,"['article', 'pak', 'minister', 'tweets', 'burhan', 'wani', 'funeral', 'video', 'fact', 'check', 'bengaluru', 'telangana', 'police', 'women']",article pak minister tweets burhan wani funeral video fact check bengaluru telangana police women
32323,17822,Karnataka will ban the use of firecrackers during Deepavali: CM Yediyurappa,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_858277444.jpg,TRIBUNEINDIA,TERROR,Nov-20,TRUE,"['karnataka', 'ban', 'firecrackers', 'deepavali', 'yediyurappa']",karnataka ban firecrackers deepavali yediyurappa
15352,40505,Fact check: Video going viral with âRing of Fireâ visuals over a lake is false,https://newsmeter.in/wp-content/uploads/2020/06/eclipse-300x220.jpg,NEWSMETER,VIOLENCE,20-Jun,Fake,"['fact', 'check', 'video', 'going', 'viral', 'ring', 'fireâ', 'visuals', 'lake', 'false']",fact check video going viral ring fireâ visuals lake false
7006,1746,Big boost to Khadi; Indian Red Cross Society to buy 1.80 lakh face masks from KVIC,https://www.thestatesman.com/wp-content/uploads/2020/07/mask-2.jpg,THESTATESMAN,COVID-19,Jul-20,TRUE,"['big', 'boost', 'khadi', 'indian', 'red', 'cross', 'society', 'buy', 'lakh', 'face', 'masks', 'kvic']",big boost khadi indian red cross society buy lakh face masks kvic
41560,11410,Record recoveries push up cure rate,https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1942678675.jpg,TRIBUNEINDIA,COVID-19,Aug-20,TRUE,"['record', 'recoveries', 'push', 'cure', 'rate']",record recoveries push cure rate
